Isolate,Collection_date,Geo_origin,Muts_counts,Gene
ISL_629275,2020-10-21,UK,2,N
ISL_629683,2020-10-21,UK,2,N
ISL_629986,2020-10-23,UK,2,N
ISL_630052,2020-10-21,UK,6,N
ISL_630198,2020-10-21,UK,5,N
ISL_630434,2020-10-12,UK,5,N
ISL_630563,2020-10-12,UK,4,N
ISL_630656,2020-10-12,UK,4,N
ISL_630857,2020-10-22,UK,2,N
ISL_631017,2020-10-22,UK,3,N
ISL_631067,2020-10-21,UK,2,N
ISL_631084,2020-10-10,UK,2,N
ISL_631118,2020-10-23,UK,5,N
ISL_631158,2020-10-21,UK,2,N
ISL_631410,2020-06-15,USA,1,N
ISL_631469,2020-06-29,USA,1,N
ISL_631473,2020-06-29,USA,1,N
ISL_631606,2020-03-28,USA,2,N
ISL_631634,2020-04-03,USA,1,N
ISL_631646,2020-06-16,USA,3,N
ISL_631791,2020-03-16,USA,1,N
ISL_631809,2020-03-20,USA,1,N
ISL_631832,2020-03-15,USA,1,N
ISL_631843,2020-04-30,USA,2,N
ISL_631849,2020-04-09,USA,1,N
ISL_631885,2020-03-23,USA,1,N
ISL_632003,2020-03-22,USA,1,N
ISL_632039,2020-03-09,USA,1,N
ISL_632077,2020-03-12,USA,1,N
ISL_632087,2020-03-18,USA,1,N
ISL_632197,2020-04-07,USA,1,N
ISL_632831,2020-09-02,USA,3,N
ISL_632842,2020-09-03,USA,2,N
ISL_632848,2020-03-16,USA,1,N
ISL_632982,2020-09-24,USA,4,N
ISL_633026,2020-10-02,USA,5,N
ISL_633049,2020-09-29,USA,3,N
ISL_633069,2020-10-13,USA,3,N
ISL_633095,2020-10-19,USA,3,N
ISL_633278,2020-10-26,UK,2,N
ISL_633422,2020-10-27,UK,2,N
ISL_633488,2020-10-27,UK,4,N
ISL_633852,2020-10-26,UK,2,N
ISL_633976,2020-10-26,UK,2,N
ISL_634042,2020-10-26,UK,2,N
ISL_634050,2020-10-26,UK,2,N
ISL_634203,2020-10-23,UK,4,N
ISL_634382,2020-10-21,UK,3,N
ISL_634771,2020-10-22,UK,1,N
ISL_634854,2020-10-25,USA,3,N
ISL_634896,2020-04-21,USA,1,N
ISL_634926,2020-10-06,USA,1,N
ISL_634928,2020-10-06,USA,3,N
ISL_635307,2020-05-09,USA,2,N
ISL_635322,2020-04-22,USA,2,N
ISL_635331,2020-04-22,USA,2,N
ISL_635364,2020-06-02,USA,3,N
ISL_635373,2020-06-04,USA,2,N
ISL_635425,2020-07-10,USA,5,N
ISL_635429,2020-07-10,USA,2,N
ISL_635453,2020-07-06,USA,2,N
ISL_635642,2020-07-22,USA,4,N
ISL_635662,2020-07-15,USA,2,N
ISL_635677,2020-07-21,USA,2,N
ISL_635688,2020-07-28,USA,2,N
ISL_635704,2020-07-23,USA,5,N
ISL_635706,2020-07-23,USA,5,N
ISL_635714,2020-08-05,USA,2,N
ISL_635719,2020-08-05,USA,2,N
ISL_635720,2020-08-03,USA,3,N
ISL_635761,2020-09-02,USA,2,N
ISL_635762,2020-09-02,USA,2,N
ISL_635763,2020-09-02,USA,2,N
ISL_635764,2020-09-02,USA,2,N
ISL_635814,2020-09-03,USA,4,N
ISL_635817,2020-09-04,USA,2,N
ISL_635840,2020-09-04,USA,2,N
ISL_635850,2020-07-14,USA,2,N
ISL_635877,2020-08-19,USA,2,N
ISL_635881,2020-08-20,USA,2,N
ISL_635908,2020-06-02,USA,2,N
ISL_635916,2020-08-01,USA,2,N
ISL_635932,2020-09-05,USA,2,N
ISL_635937,2020-09-05,USA,2,N
ISL_635940,2020-09-06,USA,2,N
ISL_635965,2020-09-18,USA,4,N
ISL_635980,2020-09-18,USA,2,N
ISL_636009,2020-07-07,USA,4,N
ISL_636048,2020-08-11,USA,2,N
ISL_636062,2020-09-08,USA,3,N
ISL_636070,2020-09-08,USA,2,N
ISL_636075,2020-06-02,USA,1,N
ISL_636092,2020-06-25,USA,3,N
ISL_636148,2020-09-23,USA,2,N
ISL_636154,2020-09-23,USA,5,N
ISL_636157,2020-09-28,USA,2,N
ISL_636218,2020-06-15,USA,2,N
ISL_636249,2020-07-01,USA,4,N
ISL_636728,2020-10-22,UK,5,N
ISL_637429,2020-09-01,UK,2,N
ISL_637809,2020-09-25,UK,2,N
ISL_638132,2020-09-24,UK,4,N
ISL_638213,2020-09-24,UK,2,N
ISL_638448,2020-10-11,UK,3,N
ISL_638542,2020-10-24,UK,5,N
ISL_638599,2020-11-07,UK,2,N
ISL_638604,2020-11-08,UK,2,N
ISL_638634,2020-09-02,UK,2,N
ISL_638647,2020-09-25,UK,2,N
ISL_638747,2020-10-14,UK,2,N
ISL_638833,2020-10-15,UK,4,N
ISL_638896,2020-09-05,UK,2,N
ISL_638915,2020-09-27,UK,6,N
ISL_639057,2020-10-30,UK,2,N
ISL_639060,2020-11-01,UK,2,N
ISL_639075,2020-10-26,UK,2,N
ISL_639080,2020-10-31,UK,2,N
ISL_640165,2020-10-21,USA,4,N
ISL_640171,2020-10-21,USA,4,N
ISL_640187,2020-10-21,USA,4,N
ISL_640299,2020-06-20,USA,1,N
ISL_642613,2020-11-02,UK,7,N
ISL_642880,2020-10-23,UK,4,N
ISL_643108,2020-10-16,UK,2,N
ISL_643373,2020-10-30,UK,2,N
ISL_643411,2020-10-29,UK,2,N
ISL_643441,2020-10-30,UK,2,N
ISL_643517,2020-10-29,UK,2,N
ISL_643784,2020-10-29,UK,5,N
ISL_643836,2020-10-29,UK,5,N
ISL_643879,2020-10-30,UK,2,N
ISL_644361,2020-10-26,USA,4,N
ISL_644599,2020-09-04,USA,3,N
ISL_644607,2020-09-04,USA,3,N
ISL_644608,2020-09-05,USA,4,N
ISL_644823,2020-02-22,USA,4,N
ISL_644835,2020-08-29,USA,2,N
ISL_644841,2020-08-29,USA,3,N
ISL_644848,2020-09-10,USA,4,N
ISL_644856,2020-09-09,USA,1,N
ISL_644912,2020-09-23,USA,3,N
ISL_644923,2020-09-30,USA,2,N
ISL_644940,2020-09-21,USA,2,N
ISL_645279,2020-11-05,UK,2,N
ISL_645477,2020-11-01,UK,1,N
ISL_645738,2020-11-01,UK,4,N
ISL_645770,2020-11-01,UK,2,N
ISL_645773,2020-11-01,UK,2,N
ISL_646142,2020-11-03,UK,2,N
ISL_646187,2020-11-04,UK,2,N
ISL_646408,2020-11-04,UK,2,N
ISL_646551,2020-11-04,UK,2,N
ISL_646594,2020-11-04,UK,2,N
ISL_646733,2020-11-03,UK,2,N
ISL_647055,2020-11-04,UK,2,N
ISL_647475,2020-11-03,UK,2,N
ISL_647845,2020-10-24,UK,2,N
ISL_647967,2020-10-26,UK,2,N
ISL_647998,2020-03-09,USA,1,N
ISL_648040,2020-09-03,USA,4,N
ISL_648122,2020-05-19,USA,1,N
ISL_648273,2020-10-14,USA,1,N
ISL_648274,2020-10-14,USA,5,N
ISL_648283,2020-10-16,USA,2,N
ISL_648403,2020-10-08,USA,2,N
ISL_648404,2020-10-08,USA,2,N
ISL_648417,2020-10-11,USA,2,N
ISL_648435,2020-10-12,USA,3,N
ISL_648443,2020-10-14,USA,2,N
ISL_648458,2020-10-16,USA,2,N
ISL_648464,2020-09-09,USA,2,N
ISL_648469,2020-09-30,USA,5,N
ISL_648472,2020-09-30,USA,5,N
ISL_648494,2020-10-19,USA,3,N
ISL_648496,2020-08-31,USA,3,N
ISL_648497,2020-09-01,USA,3,N
ISL_648503,2020-09-11,USA,3,N
ISL_648513,2020-10-13,USA,4,N
ISL_648826,2020-07-02,USA,2,N
ISL_648843,2020-07-02,USA,3,N
ISL_648913,2020-10-07,USA,4,N
ISL_648948,2020-10-20,USA,5,N
ISL_648950,2020-10-09,USA,3,N
ISL_648951,2020-10-10,USA,4,N
ISL_648956,2020-10-09,USA,4,N
ISL_648960,2020-10-08,USA,2,N
ISL_648961,2020-10-19,USA,3,N
ISL_648994,2020-07-29,USA,2,N
ISL_649003,2020-07-31,USA,2,N
ISL_649006,2020-10-19,USA,4,N
ISL_649013,2020-10-27,USA,4,N
ISL_649029,2020-10-12,USA,4,N
ISL_649040,2020-08-13,USA,2,N
ISL_649044,2020-10-21,USA,4,N
ISL_649047,2020-07-08,USA,2,N
ISL_649426,2020-10-18,UK,2,N
ISL_649442,2020-11-07,UK,2,N
ISL_649979,2020-10-24,USA,2,N
ISL_649991,2020-10-23,USA,4,N
ISL_650001,2020-11-02,USA,3,N
ISL_650016,2020-10-24,USA,3,N
ISL_650033,2020-10-26,USA,3,N
ISL_650037,2020-10-26,USA,2,N
ISL_650045,2020-10-26,USA,2,N
ISL_650048,2020-10-27,USA,4,N
ISL_650059,2020-10-27,USA,4,N
ISL_650064,2020-10-27,USA,2,N
ISL_650109,2020-10-26,USA,2,N
ISL_650379,2020-10-28,UK,2,N
ISL_650457,2020-11-10,UK,2,N
ISL_650660,2020-10-27,UK,4,N
ISL_650762,2020-09-28,UK,3,N
ISL_650797,2020-10-25,UK,2,N
ISL_650813,2020-10-29,UK,4,N
ISL_651086,2020-10-21,UK,2,N
ISL_651666,2020-10-30,UK,5,N
ISL_651775,2020-10-26,UK,2,N
ISL_651905,2020-11-06,UK,2,N
ISL_652025,2020-10-30,UK,2,N
ISL_652149,2020-10-22,UK,3,N
ISL_652484,2020-10-24,UK,5,N
ISL_652530,2020-10-30,UK,2,N
ISL_652553,2020-10-29,UK,2,N
ISL_652709,2020-10-19,UK,2,N
ISL_652741,2020-10-21,UK,2,N
ISL_653120,2020-04-14,USA,1,N
ISL_653183,2020-03-26,USA,1,N
ISL_653204,2020-06-29,USA,1,N
ISL_653207,2020-06-28,USA,1,N
ISL_653218,2020-06-24,USA,1,N
ISL_653248,2020-05-18,USA,2,N
ISL_653311,2020-04-24,USA,1,N
ISL_653326,2020-08-17,USA,1,N
ISL_653331,2020-08-19,USA,2,N
ISL_653348,2020-07-12,USA,1,N
ISL_653374,2020-07-13,USA,2,N
ISL_653379,2020-07-14,USA,3,N
ISL_653393,2020-07-14,USA,1,N
ISL_653411,2020-07-16,USA,1,N
ISL_653434,2020-07-18,USA,1,N
ISL_653443,2020-07-20,USA,4,N
ISL_653461,2020-07-21,USA,1,N
ISL_653479,2020-07-23,USA,2,N
ISL_653523,2020-07-28,USA,1,N
ISL_653530,2020-07-28,USA,1,N
ISL_653545,2020-07-29,USA,4,N
ISL_653564,2020-07-06,USA,1,N
ISL_653581,2020-07-08,USA,1,N
ISL_653596,2020-07-09,USA,1,N
ISL_653602,2020-07-09,USA,1,N
ISL_653609,2020-07-09,USA,2,N
ISL_653616,2020-08-11,USA,1,N
ISL_653617,2020-08-11,USA,1,N
ISL_653623,2020-08-11,USA,1,N
ISL_653631,2020-08-11,USA,3,N
ISL_653691,2020-08-20,USA,3,N
ISL_653713,2020-08-25,USA,3,N
ISL_653948,2020-10-23,UK,5,N
ISL_653969,2020-10-27,UK,2,N
ISL_654697,2020-09-28,USA,4,N
ISL_654704,2020-10-31,USA,2,N
ISL_654711,2020-11-03,USA,4,N
ISL_654727,2020-11-03,USA,4,N
ISL_654728,2020-11-05,USA,4,N
ISL_654937,2020-04-21,USA,2,N
ISL_654998,2020-11-11,UK,2,N
ISL_655095,2020-11-11,UK,6,N
ISL_655150,2020-11-11,UK,3,N
ISL_655201,2020-11-11,UK,7,N
ISL_655223,2020-11-11,UK,2,N
ISL_655420,2020-11-09,UK,2,N
ISL_655561,2020-11-09,UK,2,N
ISL_655587,2020-11-09,UK,2,N
ISL_655707,2020-11-10,UK,5,N
ISL_656010,2020-11-07,UK,2,N
ISL_656069,2020-11-06,UK,1,N
ISL_656116,2020-11-07,UK,2,N
ISL_656190,2020-11-07,UK,4,N
ISL_656568,2020-11-08,UK,2,N
ISL_656592,2020-11-09,UK,2,N
ISL_656684,2020-11-08,UK,4,N
ISL_656816,2020-11-08,UK,2,N
ISL_656873,2020-11-08,UK,2,N
ISL_656888,2020-11-08,UK,5,N
ISL_657184,2020-11-08,UK,2,N
ISL_657301,2020-11-08,UK,3,N
ISL_657611,2020-11-06,UK,2,N
ISL_657731,2020-11-08,UK,5,N
ISL_657732,2020-11-05,UK,2,N
ISL_657892,2020-11-05,UK,4,N
ISL_657989,2020-11-08,UK,5,N
ISL_658108,2020-11-06,UK,3,N
ISL_658150,2020-11-06,UK,1,N
ISL_658198,2020-11-08,UK,2,N
ISL_658331,2020-11-09,UK,2,N
ISL_658358,2020-11-05,UK,4,N
ISL_658548,2020-11-08,UK,2,N
ISL_658680,2020-11-08,UK,2,N
ISL_659013,2020-11-01,UK,5,N
ISL_659134,2020-11-05,UK,2,N
ISL_659486,2020-11-05,UK,2,N
ISL_659576,2020-11-05,UK,2,N
ISL_659626,2020-11-05,UK,2,N
ISL_659838,2020-11-03,UK,2,N
ISL_659931,2020-11-04,UK,1,N
ISL_660078,2020-10-27,USA,4,N
ISL_660827,2020-09-18,USA,4,N
ISL_660829,2020-09-19,USA,4,N
ISL_660830,2020-09-19,USA,4,N
ISL_660846,2020-09-23,USA,3,N
ISL_660856,2020-09-25,USA,3,N
ISL_660882,2020-10-03,USA,3,N
ISL_660902,2020-10-07,USA,2,N
ISL_660911,2020-10-08,USA,3,N
ISL_660956,2020-10-19,USA,2,N
ISL_660958,2020-10-19,USA,3,N
ISL_661010,2020-10-27,USA,3,N
ISL_661011,2020-10-27,USA,3,N
ISL_661016,2020-10-28,USA,4,N
ISL_661022,2020-10-29,USA,3,N
ISL_661031,2020-10-30,USA,3,N
ISL_661041,2020-11-01,USA,3,N
ISL_661043,2020-11-01,USA,2,N
ISL_661045,2020-11-02,USA,3,N
ISL_661058,2020-11-02,USA,2,N
ISL_661065,2020-11-02,USA,3,N
ISL_661086,2020-11-04,USA,3,N
ISL_661121,2020-11-06,USA,3,N
ISL_661130,2020-11-08,USA,3,N
ISL_661153,2020-11-09,USA,4,N
ISL_661160,2020-11-09,USA,3,N
ISL_661365,2020-11-11,UK,2,N
ISL_661382,2020-11-11,UK,2,N
ISL_661402,2020-11-11,UK,6,N
ISL_661448,2020-11-11,UK,2,N
ISL_661566,2020-11-10,UK,6,N
ISL_661605,2020-11-11,UK,2,N
ISL_661698,2020-11-14,UK,2,N
ISL_661736,2020-11-14,UK,2,N
ISL_662027,2020-11-11,UK,3,N
ISL_662042,2020-11-11,UK,1,N
ISL_662276,2020-11-12,UK,2,N
ISL_662525,2020-11-11,UK,3,N
ISL_662573,2020-11-11,UK,6,N
ISL_662684,2020-10-29,UK,2,N
ISL_662817,2020-10-29,UK,2,N
ISL_663019,2020-10-30,UK,4,N
ISL_663121,2020-10-30,UK,2,N
ISL_663151,2020-10-30,UK,2,N
ISL_663172,2020-10-30,UK,2,N
ISL_663199,2020-10-30,UK,2,N
ISL_664297,2020-11-09,UK,2,N
ISL_664362,2020-10-28,UK,2,N
ISL_664445,2020-10-27,UK,2,N
ISL_664457,2020-10-27,UK,4,N
ISL_664534,2020-11-11,UK,5,N
ISL_664975,2020-11-10,UK,5,N
ISL_665178,2020-03-28,UK,1,N
ISL_665207,2020-03-31,UK,4,N
ISL_665515,2020-10-08,UK,4,N
ISL_665625,2020-11-17,UK,2,N
ISL_665878,2020-11-02,UK,5,N
ISL_665911,2020-11-20,UK,2,N
ISL_665958,2020-10-06,UK,2,N
ISL_666106,2020-10-29,UK,2,N
ISL_666339,2020-11-05,UK,2,N
ISL_666347,2020-11-02,UK,2,N
ISL_666486,2020-11-08,UK,2,N
ISL_666786,2020-11-04,USA,2,N
ISL_666795,2020-10-14,USA,2,N
ISL_666799,2020-11-10,USA,3,N
ISL_666803,2020-11-10,USA,3,N
ISL_666830,2020-07-30,USA,3,N
ISL_666836,2020-08-05,USA,2,N
ISL_666852,2020-09-08,USA,3,N
ISL_666909,2020-11-03,USA,3,N
ISL_666919,2020-11-02,USA,2,N
ISL_667010,2020-07-08,USA,3,N
ISL_667038,2020-07-09,USA,2,N
ISL_667049,2020-10-22,USA,3,N
ISL_667051,2020-10-23,USA,7,N
ISL_667067,2020-11-06,USA,4,N
ISL_667069,2020-11-06,USA,2,N
ISL_667075,2020-11-04,USA,5,N
ISL_667090,2020-07-31,USA,5,N
ISL_667102,2020-08-01,USA,2,N
ISL_667112,2020-08-03,USA,3,N
ISL_667118,2020-08-04,USA,4,N
ISL_667174,2020-08-10,USA,3,N
ISL_667189,2020-08-11,USA,2,N
ISL_667200,2020-08-13,USA,1,N
ISL_667203,2020-08-14,USA,3,N
ISL_667207,2020-08-14,USA,2,N
ISL_667215,2020-08-15,USA,1,N
ISL_667228,2020-08-17,USA,3,N
ISL_667252,2020-08-19,USA,3,N
ISL_667267,2020-08-22,USA,5,N
ISL_667295,2020-08-27,USA,2,N
ISL_667297,2020-08-27,USA,4,N
ISL_667308,2020-08-29,USA,5,N
ISL_667315,2020-08-31,USA,5,N
ISL_667337,2020-09-02,USA,3,N
ISL_667350,2020-09-02,USA,3,N
ISL_667354,2020-09-02,USA,2,N
ISL_667357,2020-09-02,USA,4,N
ISL_667375,2020-09-03,USA,2,N
ISL_667383,2020-09-04,USA,3,N
ISL_667400,2020-09-04,USA,3,N
ISL_667408,2020-09-04,USA,4,N
ISL_667419,2020-09-05,USA,2,N
ISL_667435,2020-09-07,USA,3,N
ISL_667442,2020-09-09,USA,4,N
ISL_667466,2020-09-30,USA,3,N
ISL_667485,2020-10-02,USA,2,N
ISL_667507,2020-10-21,USA,3,N
ISL_667512,2020-10-26,USA,3,N
ISL_667535,2020-11-03,USA,3,N
ISL_667545,2020-11-09,USA,1,N
ISL_667548,2020-10-28,USA,2,N
ISL_667920,2020-11-14,UK,2,N
ISL_667956,2020-11-12,UK,5,N
ISL_668033,2020-11-14,UK,4,N
ISL_668040,2020-11-12,UK,5,N
ISL_668092,2020-11-12,UK,2,N
ISL_668350,2020-11-14,UK,2,N
ISL_671620,2020-06-24,USA,1,N
ISL_671630,2020-06-22,USA,2,N
ISL_671680,2020-10-20,USA,4,N
ISL_671695,2020-10-20,USA,4,N
ISL_671709,2020-10-26,USA,5,N
ISL_671711,2020-10-26,USA,2,N
ISL_671721,2020-10-23,USA,4,N
ISL_671728,2020-10-25,USA,4,N
ISL_671736,2020-10-27,USA,3,N
ISL_671740,2020-10-28,USA,2,N
ISL_671762,2020-10-30,USA,4,N
ISL_672057,2020-10-21,USA,2,N
ISL_672069,2020-10-21,USA,2,N
ISL_672074,2020-04-14,USA,1,N
ISL_672075,2020-10-18,USA,3,N
ISL_672159,2020-03-17,USA,1,N
ISL_672181,2020-06-05,USA,2,N
ISL_672234,2020-07-11,USA,1,N
ISL_672259,2020-05-13,USA,1,N
ISL_672264,2020-05-16,USA,4,N
ISL_672282,2020-09-30,USA,2,N
ISL_672284,2020-10-02,USA,3,N
ISL_672307,2020-05-11,USA,1,N
ISL_672326,2020-05-17,USA,1,N
ISL_672388,2020-07-27,USA,2,N
ISL_672392,2020-07-17,USA,5,N
ISL_672409,2020-10-26,USA,3,N
ISL_672422,2020-10-27,USA,2,N
ISL_672423,2020-09-09,USA,2,N
ISL_672426,2020-10-27,USA,1,N
ISL_672428,2020-10-30,USA,1,N
ISL_672433,2020-10-29,USA,3,N
ISL_672437,2020-11-02,USA,3,N
ISL_672454,2020-08-31,USA,2,N
ISL_672461,2020-09-02,USA,2,N
ISL_672474,2020-09-09,USA,5,N
ISL_672534,2020-04-06,USA,1,N
ISL_673259,2020-11-15,UK,2,N
ISL_673300,2020-11-15,UK,2,N
ISL_673329,2020-11-15,UK,2,N
ISL_673343,2020-11-15,UK,1,N
ISL_673357,2020-11-15,UK,2,N
ISL_673495,2020-11-15,UK,3,N
ISL_673748,2020-11-15,UK,5,N
ISL_674258,2020-11-13,UK,2,N
ISL_674779,2020-11-14,UK,2,N
ISL_674843,2020-11-14,UK,5,N
ISL_675082,2020-11-15,UK,2,N
ISL_675303,2020-11-14,UK,2,N
ISL_675344,2020-11-14,UK,4,N
ISL_675451,2020-11-14,UK,4,N
ISL_675680,2020-11-14,UK,2,N
ISL_675993,2020-11-14,UK,2,N
ISL_676074,2020-11-13,UK,5,N
ISL_676217,2020-11-13,UK,2,N
ISL_676220,2020-11-13,UK,2,N
ISL_676398,2020-11-03,UK,3,N
ISL_676803,2020-04-05,USA,1,N
ISL_676862,2020-04-16,USA,1,N
ISL_676870,2020-04-22,USA,1,N
ISL_676969,2020-04-17,USA,2,N
ISL_677067,2020-07-06,USA,2,N
ISL_677092,2020-09-02,USA,3,N
ISL_677109,2020-09-22,USA,4,N
ISL_677111,2020-08-22,USA,4,N
ISL_677113,2020-08-04,USA,4,N
ISL_677130,2020-09-24,USA,5,N
ISL_677142,2020-10-21,USA,3,N
ISL_677145,2020-10-15,USA,2,N
ISL_677155,2020-10-28,USA,3,N
ISL_677163,2020-10-28,USA,3,N
ISL_677165,2020-10-14,USA,1,N
ISL_677170,2020-10-14,USA,3,N
ISL_677194,2020-11-06,USA,4,N
ISL_677208,2020-11-09,USA,5,N
ISL_677231,2020-10-20,USA,2,N
ISL_677324,2020-10-27,USA,3,N
ISL_677356,2020-09-21,USA,3,N
ISL_677383,2020-09-23,USA,3,N
ISL_677388,2020-09-30,USA,1,N
ISL_677396,2020-09-30,USA,4,N
ISL_677399,2020-09-30,USA,3,N
ISL_677417,2020-09-10,USA,1,N
ISL_677432,2020-09-26,USA,1,N
ISL_677549,2020-10-15,USA,4,N
ISL_677565,2020-10-15,USA,4,N
ISL_677576,2020-10-15,USA,4,N
ISL_677578,2020-10-28,USA,4,N
ISL_677588,2020-10-21,USA,4,N
ISL_677623,2020-09-26,USA,3,N
ISL_677638,2020-09-01,USA,3,N
ISL_677671,2020-09-10,USA,4,N
ISL_677673,2020-03-03,USA,1,N
ISL_677828,2020-07-27,USA,1,N
ISL_677874,2020-08-01,USA,4,N
ISL_677889,2020-06-30,USA,4,N
ISL_677907,2020-06-29,USA,4,N
ISL_678659,2020-11-02,UK,6,N
ISL_678830,2020-12-01,UK,1,N
ISL_678867,2020-11-09,UK,2,N
ISL_678876,2020-11-09,UK,3,N
ISL_678907,2020-11-09,UK,5,N
ISL_679001,2020-11-12,UK,2,N
ISL_679223,2020-11-14,UK,3,N
ISL_679259,2020-11-21,UK,5,N
ISL_679264,2020-11-21,UK,5,N
ISL_679512,2020-11-15,UK,2,N
ISL_679514,2020-11-15,UK,2,N
ISL_679633,2020-11-02,UK,2,N
ISL_679776,2020-11-01,UK,5,N
ISL_679782,2020-11-01,UK,4,N
ISL_679858,2020-11-06,UK,2,N
ISL_679976,2020-11-23,UK,2,N
ISL_680300,2020-09-09,UK,4,N
ISL_680332,2020-10-14,UK,2,N
ISL_680750,2020-11-06,UK,2,N
ISL_680870,2020-11-12,UK,2,N
ISL_681008,2020-11-11,UK,2,N
ISL_681009,2020-11-11,UK,2,N
ISL_681327,2020-11-17,UK,2,N
ISL_681382,2020-11-17,UK,2,N
ISL_681398,2020-11-18,UK,2,N
ISL_681413,2020-11-17,UK,5,N
ISL_681602,2020-11-18,UK,6,N
ISL_681776,2020-10-22,USA,4,N
ISL_681781,2020-10-22,USA,4,N
ISL_681792,2020-10-23,USA,4,N
ISL_681866,2020-06-22,USA,3,N
ISL_681949,2020-04-13,USA,1,N
ISL_681975,2020-04-17,USA,1,N
ISL_682019,2020-07-11,USA,1,N
ISL_682021,2020-07-11,USA,1,N
ISL_682047,2020-09-15,USA,2,N
ISL_682052,2020-10-19,USA,3,N
ISL_682063,2020-11-12,USA,3,N
ISL_682093,2020-10-29,USA,3,N
ISL_682099,2020-10-29,USA,3,N
ISL_682103,2020-10-30,USA,3,N
ISL_682110,2020-10-30,USA,2,N
ISL_682124,2020-11-02,USA,4,N
ISL_682130,2020-10-29,USA,3,N
ISL_682169,2020-11-02,USA,3,N
ISL_682171,2020-11-02,USA,3,N
ISL_682197,2020-11-03,USA,4,N
ISL_683689,2020-11-19,USA,2,N
ISL_683691,2020-11-06,USA,2,N
ISL_683746,2020-10-30,USA,4,N
ISL_683789,2020-11-19,USA,3,N
ISL_683821,2020-11-25,USA,4,N
ISL_683840,2020-11-07,USA,5,N
ISL_683856,2020-11-04,USA,4,N
ISL_683880,2020-11-10,USA,2,N
ISL_683894,2020-11-06,USA,4,N
ISL_683900,2020-11-09,USA,4,N
ISL_683915,2020-11-10,USA,3,N
ISL_683931,2020-11-16,USA,4,N
ISL_683945,2020-11-06,USA,3,N
ISL_683960,2020-11-10,USA,4,N
ISL_684012,2020-12-01,USA,3,N
ISL_684015,2020-12-01,USA,3,N
ISL_692778,2020-11-17,USA,2,N
ISL_692787,2020-11-10,USA,2,N
ISL_692860,2020-05-18,USA,2,N
ISL_692863,2020-10-12,USA,2,N
ISL_692912,2020-09-27,USA,2,N
ISL_692947,2020-03-20,USA,1,N
ISL_692966,2020-04-06,USA,1,N
ISL_692977,2020-05-16,USA,4,N
ISL_692978,2020-05-15,USA,1,N
ISL_693003,2020-05-11,USA,2,N
ISL_693013,2020-05-11,USA,1,N
ISL_693039,2020-05-07,USA,1,N
ISL_693157,2020-05-12,USA,1,N
ISL_693691,2020-08-12,USA,2,N
ISL_693698,2020-09-24,USA,2,N
ISL_693732,2020-05-27,USA,2,N
ISL_694013,2020-05-16,USA,1,N
ISL_694021,2020-05-22,USA,1,N
ISL_694094,2020-04-10,USA,1,N
ISL_694127,2020-04-16,USA,1,N
ISL_694146,2020-04-29,USA,1,N
ISL_694152,2020-04-18,USA,1,N
ISL_694315,2020-04-30,USA,1,N
ISL_694317,2020-05-15,USA,4,N
ISL_694336,2020-05-20,USA,1,N
ISL_694349,2020-05-26,USA,1,N
ISL_694391,2020-06-01,USA,2,N
ISL_694434,2020-06-05,USA,1,N
ISL_694469,2020-06-01,USA,2,N
ISL_694547,2020-05-19,USA,1,N
ISL_694604,2020-06-15,USA,4,N
ISL_694674,2020-06-15,USA,1,N
ISL_694679,2020-06-15,USA,1,N
ISL_694719,2020-06-19,USA,1,N
ISL_694763,2020-06-08,USA,1,N
ISL_694810,2020-06-10,USA,1,N
ISL_694909,2020-06-15,USA,2,N
ISL_694965,2020-06-24,USA,1,N
ISL_694973,2020-06-24,USA,2,N
ISL_695014,2020-06-26,USA,2,N
ISL_695032,2020-06-29,USA,1,N
ISL_695057,2020-07-08,USA,1,N
ISL_695076,2020-07-08,USA,2,N
ISL_695137,2020-06-19,USA,2,N
ISL_695206,2020-06-25,USA,2,N
ISL_695220,2020-06-25,USA,2,N
ISL_695221,2020-06-25,USA,2,N
ISL_695261,2020-07-13,USA,1,N
ISL_695434,2020-07-02,USA,2,N
ISL_695515,2020-07-07,USA,2,N
ISL_695647,2020-07-16,USA,2,N
ISL_695660,2020-08-13,USA,2,N
ISL_695712,2020-07-24,USA,2,N
ISL_695727,2020-07-27,USA,1,N
ISL_695743,2020-08-01,USA,1,N
ISL_695756,2020-04-27,USA,1,N
ISL_695863,2020-04-27,USA,1,N
ISL_695915,2020-04-10,USA,1,N
ISL_695969,2020-04-12,USA,1,N
ISL_695991,2020-04-12,USA,1,N
ISL_696027,2020-04-29,USA,1,N
ISL_696094,2020-04-28,USA,1,N
ISL_696113,2020-05-01,USA,1,N
ISL_696132,2020-05-01,USA,1,N
ISL_696158,2020-04-18,USA,1,N
ISL_696189,2020-05-01,USA,1,N
ISL_696233,2020-05-02,USA,1,N
ISL_696242,2020-05-01,USA,1,N
ISL_696275,2020-05-13,USA,1,N
ISL_696320,2020-05-02,USA,1,N
ISL_700687,2020-12-03,UK,2,N
ISL_701705,2020-11-21,UK,2,N
ISL_701851,2020-11-20,UK,2,N
ISL_701928,2020-11-20,UK,2,N
ISL_701954,2020-11-21,UK,2,N
ISL_702514,2020-11-20,UK,4,N
ISL_702567,2020-11-21,UK,2,N
ISL_702791,2020-11-19,UK,5,N
ISL_702944,2020-11-26,UK,2,N
ISL_703011,2020-11-20,UK,3,N
